x_acc;y_acc;z_acc
8.8856;-0.63844;1.59313
9.01495;-0.64323;1.60271
9.11077;-0.60012;1.68416
9.15389;-0.53304;1.7656
9.21617;-0.557;1.871
9.29762;-0.54262;1.97641
9.33116;-0.42764;2.00036
9.48447;-0.36536;1.84226
9.60903;-0.27433;1.70332
9.70485;-0.17372;1.69374
9.72401;-0.05395;1.69853
9.61382;0.04187;1.69374
9.49884;0.06583;1.72248
9.40781;0.08978;1.70332
9.32157;0.12332;1.69374
9.27366;0.19518;1.73207
9.23534;0.20477;1.89017
9.21138;0.1856;2.05306
9.27845;0.13769;2.18721
9.41739;0.07541;2.26865
9.66652;0.03229;2.23033
10.0258;0.04666;2.11534
10.3708;0.01792;1.94287
10.6487;-0.03478;1.86621
10.8211;-0.09706;1.74644
10.9122;-0.16893;1.67937
10.9122;-0.25996;1.63146
10.8882;-0.42285;1.7129
10.7876;-0.53783;1.91412
10.7205;-0.71031;2.12493
10.6966;-0.83008;2.26386
10.7014;-0.92111;2.2447
10.7493;-0.94506;2.14888
10.8355;-0.91153;2.04827
10.9122;-0.84445;1.99557
10.9313;-0.75343;2.07222
10.9122;-0.64323;2.13451
10.9026;-0.57137;2.12493
10.9074;-0.49471;2.05306
10.869;-0.37973;1.90933
10.7972;-0.24558;1.78956
10.7253;-0.10665;1.68416
10.6487;-0.01083;1.57396
10.6008;0.02271;1.52606
10.5576;0.03708;1.49252
10.5097;0.03708;1.3967
10.5241;-0.03957;1.32484
10.5433;-0.12581;1.27213
10.6391;-0.32703;1.34879
10.8451;-0.62886;1.74165
11.1517;-1.0984;2.58965
11.5158;-1.6925;3.7251
11.8464;-2.2913;4.76474
12.177;-2.8423;5.02345
12.407;-3.2399;4.23295
12.6657;-3.283;3.07353
12.5603;-2.8327;2.07702
12.2728;-2.1955;1.20985
11.6069;-0.94986;0.98468
11.0128;0.08978;1.06133
10.7062;0.74614;1.34879
10.4954;1.2109;2.05785
10.3516;1.575;2.92981
10.1839;1.805;3.81134
9.88212;1.8097;4.61143
9.52279;1.6133;5.07136
9.20659;1.2636;5.11927
8.96225;0.83717;5.09053
8.89997;0.43952;5.04741
8.88081;0.16165;4.95638
8.93351;0.00355;4.76474
9.05328;-0.12102;4.75995
9.3072;-0.19767;4.99471
9.58987;-0.16414;5.40194
9.79109;0.05625;5.91936
9.9971;0.42036;6.2691
10.0642;0.74135;6.46074
9.99231;0.99527;6.46553
9.71922;1.1725;6.50386
9.27366;1.1821;6.39846
8.61251;0.96174;6.31701
7.95615;0.74614;6.39846
7.37644;0.43952;6.3745
6.95005;-0.01562;6.01997
6.84465;-0.3941;5.81396
6.91651;-0.74863;5.67023
7.16085;-0.99297;5.44027
7.6112;-1.1463;4.87014
8.00885;-1.2852;4.51561
8.42087;-1.3236;4.44854
8.82331;-1.1511;4.26169
9.18743;-0.91153;3.95507
9.50842;-0.72947;3.70115
9.87253;-0.61928;3.54784
10.0977;-0.38452;3.42327
10.2846;-0.21684;3.37057
10.457;-0.20726;3.31308
10.8499;-0.16893;3.20289
11.3913;-0.08269;3.06874
11.5542;0.15207;3.17894
11.2859;0.58325;3.4616
10.8978;0.9282;3.6197
10.5145;1.2252;3.44723
10.251;1.4887;3.38974
9.63778;1.9726;3.50472
9.11556;2.2553;3.52868
8.75145;2.3894;3.7251
8.39692;2.6769;3.87362
7.96094;2.9548;4.06047
7.98969;3.1752;3.92153
7.58725;3.3428;3.64366
7.28063;3.4147;3.49514
7.4531;3.271;3.31308
7.46747;3.0506;3.16935
7.33333;2.8015;3.17414
7.31895;2.4565;2.99209
7.09378;2.0684;2.8292
7.06024;1.5989;2.60402
6.96442;1.1198;2.34052
6.8159;0.66949;2.30698
6.63864;0.19997;2.12013
6.37034;-0.18809;2.02911
6.66259;-0.74384;1.86142
6.71529;-1.1175;1.79435
6.34639;-1.1175;1.81351
5.8625;-1.0888;1.63625
5.64212;-0.98339;1.60271
5.65649;-0.99776;1.46377
5.42173;-0.73426;1.1332
5.40736;-0.61449;0.89365
5.6517;-0.56179;0.97989
6.12601;-0.49471;1.10924
6.77278;-0.31745;1.17632
7.35249;-0.09706;1.32484
7.98011;0.13769;1.46377
8.62688;0.62158;1.58355
9.22096;1.048;1.77998
9.63778;1.4265;1.88059
9.90607;1.8001;1.99557
9.98752;2.1116;2.06264
9.92044;2.4373;2.01473
9.71922;2.7536;1.90933
9.47009;3.0219;1.72728
9.18743;3.2758;1.55001
8.68917;3.5297;1.56438
8.70354;3.7357;1.55959
8.29152;3.9369;1.54522
8.1957;3.9705;1.51168
8.27715;3.9034;1.30567
8.70833;3.6878;1.44461
9.26887;3.4051;1.62667
9.92523;3.338;1.91412
10.5097;3.1752;2.18721
11.1326;3.0889;2.55132
11.5637;3.2614;3.09749
12.0189;3.4434;3.31787
12.5219;3.5872;3.00646
12.9867;3.6207;2.30698
12.934;3.6495;1.46377
12.5363;3.568;0.83616
11.9758;3.1416;0.56307
11.42;2.5715;0.74513
11.214;1.9822;1.51647
11.6164;1.6181;3.43286
12.6657;1.4887;5.67982
13.8203;1.3738;5.60316
15.1665;1.5702;4.61622
15.9954;2.4469;5.70856
15.8564;3.3333;7.89324
15.3055;3.2422;7.44289
14.1125;3.4387;5.29654
10.8595;3.8699;3.1981
9.81983;4.0615;3.96944
7.89866;4.2292;3.90237
6.26973;3.6878;3.47118
6.55719;1.7762;4.12755
6.47095;0.67907;5.30133
6.21224;0.23351;6.01039
6.04456;-0.08748;6.59968
6.09726;-0.10186;7.28958
6.09247;-0.03957;7.28479
5.95353;-0.06353;6.89193
6.00144;-0.0252;6.51823
6.08289;0.0802;6.29306
6.44221;0.25747;6.13017
6.72487;0.49222;5.7421
6.96442;0.70303;5.30612
7.26625;0.81322;4.93722
7.65432;0.78447;4.67371
8.09509;0.75573;4.59706
8.74666;0.76052;4.30002
9.32157;0.81801;4.09401
9.89649;0.8755;4.10838
10.1552;0.97132;4.19462
10.2079;1.0001;4.11796
10.1025;1.0719;3.98861
9.66652;1.1103;3.91674
9.13473;1.1773;3.7251
8.80894;1.1725;3.48556
8.39692;1.2732;3.32266
8.19091;1.2923;3.17414
8.01364;1.3115;2.95855
7.7693;1.2444;2.69026
7.83159;1.1582;2.60881
7.88429;0.9809;2.62318
7.86991;0.80843;2.63277
7.83159;0.58325;2.79087
7.94657;0.49701;2.85794
7.96094;0.39161;2.83399
7.96094;0.26226;2.78129
7.9274;0.27663;2.719
7.8795;0.39161;2.58007
7.73098;0.54971;2.54174
7.56808;0.65512;2.57527
7.44831;0.80843;2.63277
7.40519;0.88508;2.62318
7.43394;0.99527;2.39322
7.53455;0.98569;2.36926
7.63037;1.0192;2.39801
7.75493;0.93778;2.26386
7.8747;0.85154;2.16325
7.96094;0.78926;2.03869
8.0376;0.78447;2.00994
8.19091;0.69344;1.97641
8.14779;0.55451;2.12972
8.17174;0.48264;2.39322
8.27715;0.33891;2.52737
8.41129;0.21435;2.50341
8.57898;0.20956;2.44592
8.8329;0.26226;2.33573
9.01495;0.4539;2.24949
9.27366;0.74135;2.28782
9.518;0.99527;2.38843
9.81025;1.254;2.41717
10.1025;1.4408;2.43634
10.4043;1.5702;2.46029
10.5816;1.7139;2.50341
10.7684;1.8097;2.4555
10.8355;1.872;2.32135
10.802;1.963;2.12493
10.6391;2.0684;1.74644
10.3421;2.0876;1.32004
9.95398;1.9966;0.85053
9.56112;1.8001;0.42893
9.17305;1.4025;0.13189
8.97183;0.84196;0.1798
8.81373;0.33891;0.47204
8.82331;-0.20726;0.85532
9.08682;-0.64323;1.45419
9.52279;-0.98818;1.61708
10.045;-1.3667;1.10445
10.6151;-1.8649;0.3379
11.0272;-2.3632;-0.25618
11.329;-2.8519;-0.30888
11.7123;-3.3501;0.13668
12.0476;-3.9442;0.06481
12.7471;-4.7156;0.59182
12.9627;-4.8689;0.6541
13.0681;-4.9695;0.74034
12.7998;-3.9586;0.92239
11.8751;-2.0949;0.94156
11.2811;-0.63844;1.19548
11.4967;0.6647;2.91543
12.0668;2.0158;4.84619
12.795;2.9356;6.20682
13.8011;2.926;7.29916
15.2672;2.2074;6.41283
16.1583;1.7858;4.44854
15.684;1.7427;3.53826
13.988;1.6133;3.31308
12.2105;1.3258;3.63408
10.8211;0.95695;4.5779
9.63778;0.57846;5.7948
8.37296;0.42515;6.72903
7.39082;0.37724;6.78653
6.83986;0.51139;5.88583
6.41346;0.80364;5.24863
6.25057;1.4169;5.00429
6.30327;2.0493;5.08095
6.52365;2.629;5.20551
6.88777;3.0602;5.17197
7.14169;3.2327;4.88452
7.53934;3.1416;4.45812
7.69265;3.0841;4.01256
7.91303;2.7488;3.6724
8.21486;2.284;3.58617
8.57898;1.6421;3.70115
8.85206;0.80364;3.77781
9.29762;-0.14018;3.68199
9.81504;-0.93069;3.34662
10.0881;-1.4481;2.85315
10.5193;-1.9464;2.28303
11.2475;-2.3344;1.79435
12.0476;-2.5309;1.63146
11.7745;-2.3584;2.15846
11.0511;-1.9703;2.9873
10.1504;-1.4912;3.6772
9.31678;-0.85404;3.84967
8.7754;-0.16414;3.57659
8.32985;0.51618;3.38495
7.95615;1.1342;3.42327
7.48664;1.7235;3.46639
7.18481;2.1738;3.49035
6.88298;2.5715;3.37057
6.80153;2.9979;3.21726
6.67217;3.3189;3.33704
6.66738;3.7213;3.39453
6.51407;3.9082;3.36578
6.93568;4.0519;3.47597
7.0842;4.0615;3.1981
7.24709;3.9082;3.21247
7.56329;3.6207;2.99209
7.822;3.1943;2.7717
8.07592;2.5859;2.7717
8.25319;1.9918;2.80045
8.15258;1.3929;2.7765
8.15737;0.76531;2.81482
8.05197;0.40119;2.8819
7.88908;0.27663;2.78608
7.65911;0.23351;2.48425
7.58725;0.08499;2.38364
7.32374;0.12332;2.26386
7.03629;0.21914;2.20637
6.82548;0.40599;1.99557
6.96442;0.34849;1.94766
7.18002;0.612;2.00515
7.6639;0.79405;1.82309
7.99927;1.1103;1.56917
8.35859;1.3258;1.31525
8.79936;1.551;1.22423
9.14431;1.805;1.06133
9.61382;1.9199;0.86011
9.97314;2.0684;0.80262
10.3037;2.0301;0.88407
10.39;1.9199;1.07091
10.4379;1.7858;1.11403
10.1792;1.666;1.22902
9.80067;1.4552;1.36795
9.35032;1.2205;1.48294
8.78978;1.0192;1.49252
8.17653;0.88508;1.43503
7.7693;0.99048;1.47335
7.42915;1.139;1.67937
7.42915;1.3929;1.89975
7.5585;1.6804;2.06743
8.11425;1.9678;2.37885
8.69875;2.3367;2.8819
9.52759;2.7056;3.28434
10.6343;2.7152;3.48556
11.5494;2.7536;3.77301
11.4823;3.3668;3.54784
10.7732;4.3394;2.18721
10.7541;5.8581;1.67937
10.9217;6.572;1.14757
11.9087;6.2749;0.00253
12.7232;5.8389;-0.95087
13.5232;5.2448;-1.10897
14.0215;4.4496;-0.85026
15.3103;3.2422;0.21812
15.4971;2.4038;2.06743
16.0145;1.5606;4.01735
16.6278;0.74614;4.89889
16.5416;0.612;6.08705
15.5738;0.99048;8.11841
14.2754;1.6468;9.27303
12.3926;2.7727;8.13279
10.3085;3.5968;6.23078
8.33464;3.9417;5.87624
6.74883;3.9944;6.72903
6.09726;3.4578;7.12189
5.89604;2.7775;6.85839
5.87688;2.3224;6.97816
5.90562;2.0158;7.24646
6.0206;1.666;7.20813
6.22662;1.1438;6.65717
6.59073;0.40119;5.93374
7.18481;-0.49471;5.60316
7.8268;-1.2421;5.41631
8.31068;-1.7739;4.96117
8.37776;-2.0326;4.41979
8.2484;-2.0518;3.99819
8.20049;-1.7691;4.05568
8.25798;-1.2996;4.16108
8.31068;-0.59532;4.18025
8.46399;0.22393;4.13713
8.52627;0.95215;4.07484
8.7802;1.6085;4.0988
8.84727;2.2074;4.15629
8.97183;2.6481;4.16108
8.97662;2.9548;4.00298
9.12994;2.9787;3.79218
9.05328;3.0171;3.73469
8.90476;2.8685;3.55263
8.67479;2.5715;3.20768
8.36817;2.1882;2.95855
7.97531;1.7666;2.8292
7.69265;1.4217;2.69984
7.45789;1.048;2.47466
7.26625;0.67907;2.40759
7.15606;0.36766;2.36926
7.26146;0.09457;2.35489
7.34291;-0.11623;2.43155
7.40998;-0.21684;2.54653
7.78847;-0.31266;2.25428
7.78368;-0.33661;2.18721
7.9274;-0.33182;2.24949
8.10946;-0.37015;2.17763
8.20528;-0.35578;2.20637
8.38734;-0.34619;2.25428
8.54544;-0.25517;2.29261
8.7227;-0.06353;2.36926
8.97183;0.08499;2.2974
9.16826;0.23351;2.21595
9.34074;0.4539;2.07702
9.40302;0.75093;1.9237
9.35032;1.024;1.90454
9.22575;1.2588;1.96682
9.08682;1.3833;2.00036
8.97662;1.5414;1.83747
8.91434;1.6229;1.71769
8.91913;1.6708;1.65062
9.03891;1.7283;1.6075
9.15868;1.7283;1.60271
9.27366;1.8529;1.68895
9.35032;1.9918;1.69374
9.49405;2.1786;1.79914
9.38386;2.2888;1.76081
9.29762;2.3559;1.8183
9.22096;2.2649;1.76081
9.15868;2.2601;1.79435
8.7227;2.2936;1.56917
8.29631;2.2745;1.38712
7.80763;2.284;1.25776
7.39082;2.2553;1.12841
7.17043;2.1978;0.99426
7.27104;2.0445;0.93198
7.63995;1.8816;1.03738
8.19091;1.5031;1.344
8.87601;1.0001;1.98599
9.83421;0.5066;2.43155
10.8882;0.02271;2.42196
11.7218;-0.33661;1.8758
12.4644;-0.74384;0.93677
12.7854;-1.29;-0.11724
12.7471;-1.9751;-0.63467
12.5076;-2.6123;-0.44303
12.5076;-3.2878;-0.06933
12.4405;-3.8771;0.25645
12.4788;-4.2796;0.67806
12.3495;-4.2221;0.93198
12.2009;-3.7622;0.7595
11.7745;-2.4063;0.42893
11.2619;-0.76301;-0.05017
11.0415;0.65991;-0.27534
10.9888;1.7906;0.02649
11.2284;2.7775;1.45419
11.8943;3.7501;3.77301
12.6561;4.2052;5.17197
13.4131;3.8267;6.08226
14.6539;2.4709;6.93025
15.7127;0.89466;5.51692
15.7175;-0.1833;3.60533
14.3521;-1.0744;3.59575
12.5986;-1.9081;4.32397
11.0511;-2.5644;5.16239
9.86295;-2.8854;6.13496
8.77061;-2.9046;6.83444
7.84117;-2.6123;6.96379
7.37165;-1.8362;6.16849
7.32374;-0.48034;4.84619
7.46747;0.97132;4.00298
7.5058;2.2745;4.08922
7.37644;3.2662;4.9995
7.02671;3.8938;5.92415
6.75841;4.1046;6.12537
6.62906;4.1381;5.6367
6.56198;3.9513;4.88931
6.72487;3.7117;4.23774
7.12252;3.2135;3.6724
7.72618;2.423;3.22685
8.34422;1.5941;3.04
9.01974;0.67428;2.88669
9.72401;-0.14497;2.70942
10.4858;-0.75822;2.69505
10.9649;-1.1319;2.81482
11.3242;-1.2804;2.97292
11.4392;-1.2517;3.23164
11.0942;-0.89715;3.61491
10.2127;-0.31745;3.72031
9.40302;0.24309;3.7251
8.78978;0.83717;3.70115
8.4592;1.345;3.567
8.13821;1.8672;3.39932
7.86033;2.2936;3.30829
7.64474;2.4996;3.29392
7.52976;2.7344;3.26996
7.45789;2.8158;3.21726
7.4004;2.744;3.1454
7.44831;2.5475;3.07353
7.47226;2.2361;2.95855
7.49143;1.9678;2.97292
7.77889;1.6516;2.69984
7.77889;1.2923;2.59923
7.91782;0.91862;2.69505
8.0376;0.56888;2.69026
7.93699;0.41557;2.43634
8.03281;0.27184;2.12493
7.84596;0.28142;2.05306
7.84596;0.34849;2.14888
7.80763;0.46827;2.0339
7.7693;0.75573;1.86621
7.69744;1.0671;1.86142
7.79326;1.4648;1.94766
7.80284;1.8768;1.871
7.90345;2.2409;1.69374
8.01364;2.514;1.51168
8.09509;2.6002;1.33921
8.09509;2.6865;1.14757
8.12383;2.6194;0.98468
8.18612;2.4709;0.78825
8.25319;2.3511;0.78346
8.28194;2.1259;0.77867
8.3011;1.8672;0.79783
8.29152;1.5654;0.86011
8.32026;1.3929;1.023
8.26277;1.2013;1.09008
8.2484;1.0192;1.22423
8.26756;0.9809;1.25297
8.3538;0.9809;1.25776
8.32985;1.024;1.1332
8.34422;1.0384;1.01821
8.37776;1.0528;1.06612
8.47836;1.0576;1.21464
8.64126;1.0767;1.37274
8.88081;1.1917;1.52126
9.17785;1.3642;2.04348
9.68569;1.4983;2.68547
10.2271;1.6947;3.11186
11.0032;1.9008;3.28913
11.8129;2.1882;3.38974
12.498;2.5427;3.56221
12.8669;2.9883;3.61491
12.7902;3.592;3.38495
12.5555;4.0807;2.81003
12.4357;4.507;2.00036
12.3351;4.6891;1.32963
12.2584;4.6172;0.75471
12.292;4.3058;0.42414
12.3255;3.9273;0.28041
12.5028;3.4339;0.33311
12.6561;2.8302;0.53433
13.1591;2.2266;1.45419
14.3329;1.5127;3.53826
15.339;1.1151;3.7826
15.9283;1.0001;2.49383
15.9235;1.5271;3.56221
15.2432;2.3751;6.72424
14.3473;3.065;7.74472
13.025;3.98;5.94811
11.238;4.967;4.44375
9.42697;5.3359;4.64018
7.57287;5.2401;5.04741
6.0781;4.8185;4.94201
5.15823;4.1334;4.70246
4.77975;3.3668;4.91805
4.77975;2.5571;5.24863
4.99055;1.8577;5.55046
5.45048;1.1869;5.46901
6.12601;0.53055;4.95159
6.85423;-0.03957;4.56831
7.49622;-0.54262;4.38626
8.0903;-0.93548;4.2042
8.78499;-1.1655;4.05568
9.23055;-1.2182;3.70594
9.65215;-1.0217;3.4089
9.97793;-0.64323;3.21247
10.1552;-0.25996;3.16935
10.1408;0.07062;3.20768
10.0881;0.40599;3.38016
9.8917;0.7701;3.47597
9.64736;1.1246;3.45202
9.42218;1.5558;3.3035
9.19222;1.987;3.08791
9.07724;2.2697;2.98251
8.89997;2.4517;2.92981
8.59335;2.4996;2.9873
8.21965;2.4182;3.05437
7.85075;2.2457;3.10707
7.56808;2.0301;3.04958
7.3477;1.8577;2.90585
7.25188;1.6564;2.72859
7.23272;1.4887;2.62798
7.22313;1.2588;2.49862
7.43394;1.1294;2.37405
7.51538;1.0192;2.12972
7.62557;0.96653;2.0339
7.73098;0.83717;1.91412
7.89866;0.72219;1.9285
7.98011;0.63116;1.85663
8.15258;0.49701;1.82309
8.20049;0.42036;1.8758
8.27235;0.41557;1.93329
8.29631;0.39161;1.8758
8.27715;0.45869;1.74165
8.27235;0.56409;1.63625
8.26277;0.73656;1.55959
8.15258;0.88029;1.53085
8.06155;0.99048;1.4494
7.99448;1.0432;1.47335
8.01364;1.163;1.51168
7.93699;1.2396;1.53564
8.02802;1.345;1.53564
8.24361;1.3258;1.49731
8.39213;1.3306;1.38233
8.54544;1.3306;1.28172
8.73229;1.3115;1.20985
8.9383;1.2396;1.0805
9.17305;1.1773;1.01821
9.33595;1.1198;0.90323
9.49405;1.0911;0.85532
9.58987;1.0911;0.87928
9.61861;1.1678;0.98947
9.60424;1.3306;1.11882
9.53238;1.5127;1.20027
9.46051;1.6852;1.17632
9.3599;1.8193;1.07571
9.33116;1.9151;0.99905
9.29762;1.9678;0.9703
9.2018;1.9583;0.92719
9.08203;1.9008;0.87449
8.94788;1.9008;0.83137
8.85206;1.8145;0.9176
8.83769;1.6229;0.8649
8.87601;1.3546;0.89365
9.00058;1.024;1.10445
9.21617;0.63595;1.36316
9.52759;0.21914;1.37754
9.90607;-0.19288;1.05654
10.2702;-0.53304;0.78346
10.6439;-0.77738;0.57265
11.1326;-1.0648;0.49121
11.4967;-1.3427;0.54391
11.7123;-1.6733;0.61577
11.8991;-1.9655;0.63015
12.0716;-2.1045;0.28999
12.292;-2.047;-0.32325
12.5363;-1.7787;-1.00836
12.6225;-1.2996;-1.39164
12.6896;-0.72947;-1.29103
13.0394;0.15686;0.18938
13.4705;1.163;1.79914
13.6861;1.4121;1.91412
13.8155;0.67428;2.42196
14.2898;-0.59532;4.26169
15.109;-1.6925;4.41979
16.0768;-2.7656;3.82092
16.3403;-3.6088;4.26648
15.8612;-3.8196;4.47728
14.697;-3.2208;5.08574
13.1639;-2.1332;5.62711
11.6644;-1.0026;5.57921
10.6391;-0.05395;5.39236
9.74318;0.96174;5.43069
8.91434;2.1451;6.03914
8.38734;3.4243;6.76257
7.84117;4.761;7.20334
7.39561;5.6808;7.34707
6.89735;6.457;7.17459
6.50449;6.8786;6.56614
6.11163;6.9648;5.77084
5.85771;6.754;4.88452
5.73315;6.0162;4.13234
6.09726;4.5645;3.7826
6.65301;3.0171;3.68199
7.35728;1.6229;3.62449
8.03281;0.45869;3.54784
8.7754;-0.58574;3.53826
9.58508;-1.381;3.24601
10.481;-1.8889;2.85315
11.1853;-1.9751;2.35489
11.8033;-1.8074;1.9285
11.9278;-1.3427;1.8183
11.7985;-0.84925;1.99557
11.4392;-0.33182;2.17763
10.9649;0.07062;2.41717
10.5193;0.39161;2.70942
9.97314;0.74135;2.96334
9.48926;1.0192;3.27475
9.09161;1.2732;3.44244
8.73708;1.46;3.3562
8.33464;1.5606;3.12624
7.96573;1.5846;2.9346
7.63516;1.5271;2.7765
7.33812;1.4121;2.69505
7.16085;1.2971;2.65193
6.94047;1.1582;2.56569
7.16564;1.0384;2.70463
7.12252;1.0192;2.15367
7.32374;0.86113;2.17763
7.45789;0.80843;2.31656
7.72618;0.73177;2.12493
8.06155;0.76531;1.97641
8.56939;0.82759;2.00036
8.95746;1.0719;1.82309
9.52279;1.2827;1.75123
9.88691;1.5127;1.63625
10.1408;1.805;1.69374
10.1935;2.0924;1.7129
10.1744;2.3367;1.74165
9.99231;2.514;1.77519
9.6809;2.5811;1.61708
9.31678;2.5236;1.44461
8.8856;2.423;1.32484
8.46399;2.3463;1.11882
7.96094;2.1643;1.04217
7.5585;1.9391;0.9703
7.38603;1.5989;0.84095
7.27584;1.2157;0.80741
7.3477;0.91862;0.80262
7.47706;0.65512;0.68764
7.59683;0.38203;0.67806
7.81242;0.10895;0.74992
7.97052;-0.14977;0.82178
8.14779;-0.43722;0.79783
8.28194;-0.6624;0.74992
8.23882;-0.88757;0.8122
8.21965;-1.0073;0.85532
8.13342;-1.0553;0.92719
8.06155;-0.97381;0.96072
7.98969;-0.80134;0.92719
7.94657;-0.60012;0.99426
7.96094;-0.15456;0.96551
8.10946;0.3437;0.88407
8.31547;0.87071;0.88407
8.53107;1.4121;0.9703
8.70354;1.8768;1.023
8.85206;2.193;1.13799
8.95267;2.3751;1.25776
8.98621;2.4517;1.42545
9.15868;2.4517;1.51647
9.07724;2.4469;1.55001
9.11077;2.3607;1.64583
9.0437;2.1978;1.75123
9.08203;2.1738;1.94766
9.02453;2.2122;1.9237
9.16826;2.3128;1.80393
9.16347;2.4326;1.68416
9.35032;2.6529;1.73207
9.44614;2.9069;1.63625
9.57549;3.1656;1.55001
9.63778;3.4003;1.46377
9.75276;3.6159;1.37754
9.82462;3.7022;1.19548
9.97793;3.7884;1.16673
10.1025;3.8124;1.0805
10.2941;3.7261;1.11403
10.3468;3.6495;1.18111
10.4331;3.5057;1.16673
10.3995;3.3237;1.06133
10.366;3.132;1.00384
10.4235;3.0027;1.12841
10.5768;3.0027;1.48773
10.7541;3.1081;1.70332
10.9265;3.2231;1.72728
11.19;3.3428;2.10097
11.444;3.3572;2.66151
11.6164;3.271;3.18373
11.7745;3.0362;3.53347
11.9278;2.7631;3.82571
11.9231;2.5044;4.12755
11.7602;2.284;4.37188
11.4583;2.102;4.44854
11.1182;1.9439;4.67371
10.7445;1.896;5.10969
10.5289;1.9151;5.69898
10.6918;1.9966;6.52781
11.4056;2.1164;7.55308
12.4165;2.1355;8.42503
13.4562;2.2505;8.86101
14.3377;2.3799;8.76998
14.0934;2.6673;8.22381
12.8381;2.5332;7.26562
11.2092;1.896;6.25952
9.62819;0.9809;5.53609
8.27715;-0.01083;5.13365
7.40998;-0.86841;4.66413
6.93089;-1.3379;4.07005
6.77758;-1.6637;3.50951
6.83028;-1.8889;3.13582
6.98359;-1.9895;2.96334
7.24709;-1.7978;3.07353
7.73577;-1.2277;3.33704
8.3538;-0.43722;3.44244
9.1491;0.39161;3.35141
9.92523;1.1342;3.21726
10.4427;1.7139;3.15019
10.6966;2.1547;3.20289
10.7924;2.4565;3.30829
10.6535;2.5619;3.29871
10.3181;2.5284;3.28434
9.81025;2.4182;3.31787
9.17305;2.1882;3.38016
8.45441;1.8768;3.43286
7.77889;1.551;3.58617
7.07461;1.2252;3.75385
6.61468;0.9809;3.96944
6.29369;0.80364;4.05089
6.14517;0.66949;3.96944
6.16433;0.66949;3.9407
6.27932;0.74135;3.86883
6.43742;0.90904;3.86883
6.67697;1.1342;3.95507
7.02671;1.3833;4.00298
7.41956;1.5798;3.9407
7.90345;1.7762;3.87842
8.34901;1.9583;3.80176
8.74187;2.0541;3.81613
9.12514;2.0253;3.86404
9.47488;1.9439;3.82092
9.76234;1.8385;3.76343
10.0163;1.7187;3.75864
10.0977;1.5798;3.73948
10.0594;1.4217;3.73469
9.96356;1.2684;3.76822
9.82462;1.1821;3.7826
9.61382;1.0719;3.76343
9.38865;0.97611;3.77301
9.16347;0.91383;3.80655
8.94309;0.88987;3.888
8.68917;0.85154;3.96944
8.57418;0.90904;4.17066
8.60293;0.98569;4.29044
8.65563;1.1438;4.38626
8.68438;1.3977;4.36709
8.73229;1.6995;4.38147
8.82331;2.0158;4.48687
8.87601;2.2649;4.58748
8.81373;2.538;4.68809
8.68917;2.811;4.83182
8.48795;3.065;4.98034
8.20528;3.1943;5.14323
7.93699;3.2374;5.32049
7.59204;3.1991;5.50734
7.32854;3.0889;5.7948
7.09857;2.9165;5.91936
7.06982;2.6961;6.02476
6.9213;2.3607;5.98644
6.84944;1.7522;5.88583
6.91172;1.0049;5.82354
7.08899;0.20477;5.79001
7.33812;-0.64802;5.81396
7.57287;-1.4769;5.80917
7.78368;-2.2769;5.80438
8.06155;-2.9141;5.74689
8.36817;-3.4747;5.67023
8.43525;-3.7909;5.39236
8.46878;-3.9059;5.15281
8.42087;-3.7957;4.85577
8.25319;-3.4795;4.71204
8.25319;-2.9046;4.51561
8.32026;-2.2099;4.3096
8.52627;-1.5296;4.18025
8.62688;-1.0121;4.2042
8.69396;-0.57616;4.34314
8.8329;-0.3941;4.56831
8.84248;-0.27433;4.81265
8.9383;-0.16893;4.8414
9.22575;-0.30787;4.79828
9.66652;-0.46118;5.07615
10.663;-0.40848;5.584
11.7266;0.0802;6.16849
12.6944;0.4539;6.4272
13.461;0.56888;6.36492
13.8969;0.28621;6.2691
13.758;-0.00125;5.28696
12.9962;-0.00604;4.04131
11.9039;0.31975;3.69157
10.7493;0.78926;3.65324
9.91086;1.2636;3.57659
9.13473;1.963;3.51909
8.42566;2.5715;3.71073
8.02802;2.8829;4.10359
7.86991;2.9356;4.43417
7.72139;2.8158;4.5731
8.45441;2.6338;4.27606
8.85685;2.3319;4.04131
9.42218;1.9295;3.89279
10.0067;1.4887;3.34662
10.4522;1.1151;2.90585
10.778;0.78447;2.47946
10.8307;0.59762;2.1393
10.893;0.56888;1.85663
10.4858;0.59762;1.62187
10.1073;0.63595;1.44461
9.56591;0.72698;1.27693
9.01974;0.85634;1.26734
8.47357;0.98569;1.35837
8.02322;1.163;1.63146
7.53934;1.2827;1.86621
7.29979;1.484;2.15367
6.974;1.5941;2.46508
7.1369;1.6852;2.65672
7.29979;1.8241;2.8244
7.52017;1.9295;2.90106
7.91782;2.0828;3.0927
8.18133;2.1547;3.11186
8.48316;2.1978;3.23643
8.48795;2.0972;3.31308
8.70833;2.0062;3.40411
8.73229;1.9535;3.38016
8.5646;1.7139;3.22205
8.4065;1.5127;3.18852
8.38255;1.2923;3.23164
8.36817;1.1486;3.23643
8.61251;1.1246;3.26517
8.6173;1.0432;3.07353
8.53107;1.0384;2.99209
8.67959;1.0432;3.02562
8.82331;1.048;2.86752
8.92871;1.0288;2.70463
9.01974;0.93299;2.719
9.20659;0.8228;2.96813
9.37907;0.7174;3.04
