x_acc;y_acc;z_acc
10.39;-0.19767;2.15367
10.2079;-0.09227;2.13451
9.92523;0.04187;2.23033
9.37907;0.27184;2.56569
9.09161;0.52097;2.83399
8.67479;0.85154;2.86752
8.45441;1.2444;2.85794
8.37776;1.5414;2.81003
8.23882;1.9056;2.74296
8.10946;2.2457;2.75733
7.99448;2.5475;2.86273
7.96094;2.72;2.85315
7.8795;2.8446;2.79566
7.98011;2.8542;2.84357
8.08551;2.8302;2.79566
8.28673;2.7104;2.69984
8.41129;2.6242;2.6136
8.42566;2.4421;2.5082
8.42566;2.2745;2.45071
8.45441;2.1355;2.34052
8.54065;1.9487;2.19679
8.51669;1.7906;2.13451
8.50232;1.6325;1.9812
8.35859;1.4792;1.9285
8.23403;1.4408;1.78956
8.01843;1.3738;1.67937
7.91782;1.2205;1.65541
7.55371;1.2109;1.55001
7.23272;1.2109;1.49252
6.90214;1.2109;1.45419
6.7105;1.2827;1.43982
6.66259;1.3354;1.49252
6.51886;1.3067;1.57876
6.41825;1.4935;1.56438
6.61468;1.6612;1.52606
6.94047;1.7714;1.47335
7.41956;1.9391;1.49252
7.72618;2.1116;1.6075
8.02802;2.2361;1.7656
8.3011;2.2888;1.86142
8.55502;2.2984;1.98599
8.7227;2.308;2.13451
8.90476;2.3128;2.17763
9.06765;2.3847;2.20158
9.18264;2.5332;2.21116
9.37427;2.7296;2.20637
9.59466;2.9117;2.2447
9.81983;3.065;2.27344
9.94919;3.1943;2.28782
10.0929;3.2758;2.32135
10.2079;3.2566;2.23512
10.3468;3.1895;2.15846
10.5001;3.0985;2.11534
10.6966;3.0123;1.95724
10.8403;2.9021;1.73207
10.8882;2.7152;1.61229
10.8882;2.5811;1.55959
10.8738;2.5571;1.59313
10.8738;2.5427;1.63146
10.869;2.6338;1.73207
10.9697;2.7584;1.77039
11.0367;2.8829;1.74165
11.2044;3.0171;1.72248
11.4392;3.1416;1.70811
11.8081;3.2854;1.79914
12.3495;3.4674;2.1393
13.0394;3.6063;2.81482
13.8538;3.6495;3.6724
14.4335;3.5824;4.29523
14.8455;3.6016;4.85098
15.0899;3.8171;5.33966
14.8455;4.1573;5.29175
14.5485;4.4735;4.73121
13.9976;4.6124;3.62929
13.3268;4.5502;2.90106
12.2297;4.1813;2.54174
11.2427;3.5584;2.78129
10.0594;2.9596;3.15498
9.54675;2.2313;3.91195
8.67959;2.1355;4.72162
8.09988;2.0684;5.25342
7.42435;1.8097;5.25821
7.02191;1.6804;4.99471
6.53324;1.3067;4.79349
6.1835;0.89466;4.97075
5.83855;0.3964;5.21509
5.66128;-0.0252;5.57441
5.59421;-0.37015;5.74689
5.79543;-0.64323;5.80917
6.24099;-0.66719;5.6367
6.84465;-0.43722;5.43069
7.19918;-0.11623;5.14802
7.60162;0.14248;5.06657
8.10467;0.26705;5.13365
8.66521;0.32933;4.9995
9.16826;0.49222;4.59227
9.64257;0.79405;4.24253
10.045;1.0336;3.84967
10.2366;1.2061;3.54784
10.1121;1.3115;3.34662
9.77192;1.4217;3.34183
9.36469;1.4696;3.31787
8.89039;1.4744;3.53347
8.5119;1.5223;3.53826
8.16216;1.4935;3.19331
7.8268;1.3833;3.06395
7.5058;1.2684;3.06395
7.18002;1.1103;3.10228
6.93089;0.93778;3.1981
6.87819;0.69344;3.05437
6.96442;0.35329;2.99209
7.0315;0.19997;2.92981
7.26625;-0.02999;2.86752
7.34291;-0.12581;2.92501
7.70702;-0.19767;2.8819
7.77409;-0.16893;2.86273
7.90824;-0.09706;2.87231
7.99927;0.07541;2.76691
7.97052;0.24309;2.74296
7.91782;0.5066;2.68068
7.9322;0.74135;2.64714
7.85075;0.9809;2.5609
7.8747;1.2492;2.45071
7.95615;1.5223;2.29261
8.04718;1.7379;2.32135
8.13342;1.805;2.46508
8.32985;1.7906;2.53695
8.53586;1.7714;2.51778
8.73708;1.6947;2.39322
8.88081;1.6373;2.12972
9.06765;1.5941;2.00036
9.16826;1.575;1.89496
9.16826;1.5846;1.91412
9.08682;1.5558;1.84226
9.02453;1.5175;1.73207
8.95267;1.4887;1.84705
8.97183;1.4935;2.11534
9.06286;1.6133;2.22554
9.18743;1.7714;2.23991
9.27366;1.8864;2.16325
9.36948;1.9295;2.07222
9.50363;1.9726;1.97641
9.66652;1.9822;1.79435
9.8917;2.0541;1.63146
10.1265;2.0541;1.46377
10.2127;2.0205;1.14278
10.2079;1.9583;0.73555
10.0785;1.8768;0.36185
9.74797;1.6995;0.16542
9.3072;1.4217;0.41455
8.77061;0.97611;0.69722
8.31547;0.5018;1.15236
8.04239;0.08978;1.80872
8.06634;-0.25038;2.22074
8.38255;-0.51867;2.16804
8.9383;-0.87799;1.46377
9.69527;-1.2086;0.77388
10.7205;-1.6541;0.41934
11.5206;-2.0374;0.3379
12.1866;-2.3824;0.29957
12.4261;-2.4686;0.20375
13.1016;-2.7129;0.27562
13.6861;-2.9046;0.53912
14.0934;-2.7656;0.94635
14.2946;-1.9991;2.06264
14.4671;-1.0457;3.43765
14.4958;-0.22642;4.29044
14.6395;0.26226;4.75516
15.109;0.43473;4.61143
15.5019;0.57846;3.98861
15.3199;1.0911;3.32746
14.515;1.6325;2.95855
13.461;1.9918;3.12144
12.4549;2.193;3.97903
11.5925;2.2074;5.07136
10.7205;2.0876;5.96248
9.86774;1.872;6.40804
9.00058;1.7139;6.44158
8.16695;1.551;6.23557
7.33333;1.3402;5.92895
6.59552;1.3211;5.56962
5.91999;1.3115;5.33008
5.57025;1.4312;5.20072
5.54151;1.6037;4.97554
5.76668;1.8289;4.58269
6.14038;1.9295;4.13234
6.62426;1.9199;3.71552
7.10336;1.781;3.32746
7.64953;1.3306;3.00646
8.24361;0.78447;2.9873
8.65084;0.29579;3.05916
9.12035;-0.33182;2.97772
9.55633;-0.80134;2.85794
9.71922;-1.1223;2.81003
10.0642;-1.4098;2.74296
10.3995;-1.5152;2.48904
10.6487;-1.4864;2.25907
11.032;-1.314;2.11534
11.3769;-0.97381;1.95724
11.5158;-0.41806;1.86621
10.8355;0.32454;2.2447
10.1552;0.93778;2.92981
9.518;1.5127;3.29392
9.11556;1.9439;3.41369
8.80894;2.3272;3.48077
8.47357;2.629;3.45681
8.0903;2.8733;3.45681
7.77889;3.0602;3.50472
7.61599;3.1799;3.57659
7.38603;3.1416;3.59096
7.53455;3.2087;3.49035
7.57287;3.1799;2.97772
7.41956;3.0075;2.94418
7.65911;2.8015;2.91064
7.70702;2.4709;2.65193
7.65911;2.4278;2.5082
7.40998;2.193;2.29261
7.26625;1.8337;2.09139
7.20397;1.6708;1.89017
7.16085;1.4552;1.64104
7.08899;1.2636;1.41107
7.01233;1.2252;1.3967
6.73446;1.2013;1.35837
6.6051;1.163;1.4494
6.447;1.1294;1.41586
6.49491;1.0192;1.48773
6.43742;1.163;1.57396
6.43263;1.2252;1.48294
6.33202;1.2923;1.29609
6.33681;1.345;1.1859
6.44221;1.3977;1.12841
6.64343;1.4025;1.10445
6.95963;1.4217;1.07571
7.39561;1.4792;1.10924
7.88908;1.551;1.15715
8.52627;1.5606;1.09487
9.05807;1.5319;1.023
9.56112;1.5079;1.04696
9.93482;1.484;1.07091
10.2127;1.4217;1.18111
10.3277;1.3833;1.36795
10.3516;1.3354;1.41107
10.3229;1.3019;1.28651
10.1935;1.254;1.18111
10.0594;1.2109;1.10445
10.0258;1.2923;1.17632
9.9971;1.4312;1.32484
10.1552;1.6468;1.73207
10.4858;1.9966;2.23033
10.802;2.4613;2.5082
10.9553;2.9787;2.72379
11.2523;3.5009;2.83399
11.4775;4.004;2.88669
11.8656;4.2148;3.01125
12.2153;4.4975;3.04479
12.2393;4.8041;2.7717
12.2249;4.9861;2.16325
12.153;5.1538;1.49731
12.086;5.1586;0.87449
12.2584;4.8089;0.45767
12.4165;4.325;0.71159
13.0968;3.7117;2.2447
14.2994;3.1129;4.38147
15.5402;2.538;4.34793
16.4697;2.4469;3.54784
16.9871;2.9212;4.98992
16.6517;3.4626;7.90761
15.2528;4.0567;8.37712
13.6047;4.44;6.42241
11.8943;3.9896;4.98513
10.1839;3.1273;5.09053
8.32985;2.629;5.48339
6.90214;2.0397;5.40194
6.03977;1.345;5.17676
5.40736;0.81801;5.31091
4.87557;0.5066;5.81396
4.68872;0.31975;6.36971
4.65518;0.1856;6.20682
4.74142;-0.17851;5.52171
5.24447;-0.65761;4.96117
6.04456;-0.88757;4.736
6.84465;-0.94986;4.56352
7.30937;-0.93069;4.26648
7.63995;-0.78696;3.96944
7.90824;-0.46597;3.86883
8.23882;-0.0779;3.61491
8.66521;0.24788;3.30829
9.17305;0.60721;3.33225
9.44614;0.92341;3.58138
9.63778;1.3163;3.69157
9.74318;1.7283;3.53347
9.83421;2.0445;3.37057
9.81025;2.3751;3.28913
9.63778;2.6625;3.08791
9.47488;2.859;2.80524
9.18264;2.7967;2.6663
8.85206;2.6386;2.62318
8.50232;2.3703;2.67109
8.00406;2.1403;2.63756
7.68786;1.8433;2.5609
7.4004;1.5175;2.52737
7.18002;1.1342;2.45071
6.95484;0.79884;2.44113
7.1369;0.59283;2.39322
7.06024;0.41557;2.33094
7.25667;0.21435;2.38364
7.42435;0.09457;2.37885
7.65911;-0.06832;2.41238
7.91303;-0.16414;2.37405
8.04239;-0.20247;2.35489
8.23403;-0.21205;2.33573
8.37296;-0.20247;2.37405
8.49274;-0.05874;2.43155
8.62209;0.14248;2.49383
8.81852;0.42994;2.47946
8.97183;0.71261;2.36926
9.07244;0.9809;2.19679
9.03891;1.2827;2.02911
9.01495;1.484;1.84705
8.93351;1.6229;1.69853
8.81852;1.7283;1.62187
8.67959;1.8385;1.55959
8.54544;1.9151;1.57876
8.4065;1.872;1.6602
8.44962;1.8529;1.75123
8.60772;1.8912;1.75602
8.8856;1.987;1.70332
9.28325;2.0349;1.60271
9.67131;2.1116;1.52126
9.94919;2.1978;1.44461
10.2702;2.3128;1.4494
10.3564;2.4086;1.49731
10.3468;2.4613;1.56917
10.0785;2.4278;1.58834
9.64736;2.4086;1.54522
9.13473;2.3607;1.47335
8.50232;2.3319;1.45898
8.05197;2.2313;1.43503
7.71181;2.1259;1.58355
7.58725;2.0301;1.90454
7.72618;1.8193;2.12972
8.15737;1.5031;2.13451
8.78978;1.1582;2.02911
9.70485;0.74614;1.84226
10.6008;0.31017;1.52606
11.2955;-0.0779;0.94156
11.7554;-0.49951;0.16063
12.0907;-0.95465;-0.60113
12.2249;-1.3667;-1.12813
12.4405;-1.8506;-1.20479
12.9052;-2.5548;-1.04669
13.1975;-3.1345;-0.74965
13.3268;-3.4986;-0.42386
13.1831;-3.4076;-0.31367
12.7711;-2.8279;-0.37595
12.2776;-1.6398;-0.09329
12.407;-0.16893;1.24818
12.9915;1.0144;2.62318
13.4178;1.7618;2.87231
14.0838;1.7522;3.38495
15.2576;1.1438;3.86404
16.278;0.28621;3.76822
16.1247;-0.24079;3.37057
14.8216;-0.45639;3.52868
13.2597;-0.54262;4.35751
11.7793;-0.50909;5.28696
10.3325;-0.43722;5.94811
9.01016;-0.1833;6.12058
7.99448;0.2383;6.01518
7.13211;0.85634;5.79959
6.57635;1.4935;5.42589
6.10205;2.1978;5.02345
5.71398;2.8685;4.82223
5.40736;3.5393;4.88452
5.30675;3.9848;4.80307
5.4936;4.1573;4.58748
5.76189;3.98;4.1515
6.21703;3.4866;3.76822
6.73925;2.7679;3.50472
7.33812;2.011;3.43765
7.98969;1.1773;3.44244
8.53586;0.52097;3.38016
9.3599;-0.01562;3.27955
10.0306;-0.3414;3.18373
10.7062;-0.61449;2.8244
11.2092;-0.64802;2.43634
11.5302;-0.60491;2.20158
11.5494;-0.38452;2.22074
11.1948;-0.12581;2.42196
10.5385;0.16644;2.73338
9.80067;0.52097;3.04479
9.21617;0.85154;3.29392
8.67;1.2205;3.52868
8.26756;1.5414;3.63887
8.04239;1.8337;3.68678
8.02322;2.0828;3.60054
8.0376;2.3272;3.41369
8.09509;2.5332;3.25559
8.32026;2.6434;3.09749
8.37296;2.72;2.9346
8.36338;2.7344;2.99688
8.22444;2.6625;3.21726
8.47357;2.6481;3.1454
8.28194;2.6146;3.08791
8.12383;2.538;3.15498
8.04239;2.423;3.02083
7.97531;2.3559;2.8819
7.89866;2.2649;2.85794
7.66869;2.217;2.81961
7.68786;2.1882;2.58965
7.45789;2.0637;2.2974
7.28542;1.9056;2.21595
7.18002;1.8768;2.0339
7.07941;1.7906;1.88538
6.9261;1.7618;1.88538
6.79674;1.7043;1.78477
6.8159;1.6037;1.73207
6.98359;1.4983;1.70811
7.12252;1.5127;1.72248
7.20876;1.5031;1.55001
7.40998;1.4887;1.31046
7.62557;1.4121;1.1859
7.92261;1.2827;1.07571
8.21965;1.1869;1.0278
8.56939;1.0336;0.9751
8.85685;0.88508;0.94156
9.03412;0.74135;0.98468
9.12035;0.64074;1.14278
9.04849;0.58325;1.20506
8.96704;0.63595;1.35837
8.83769;0.75093;1.5021
8.68917;0.93778;1.61708
8.61251;1.2875;1.78956
8.66521;1.666;2.00994
8.81852;2.1116;2.27824
9.21138;2.6338;2.55132
9.84379;3.1081;2.81961
10.7014;3.4914;2.85794
11.3482;3.8411;2.74296
11.8129;4.1046;2.64235
12.1003;4.1765;2.57048
12.2536;4.0663;2.44113
12.2968;3.8938;2.30698
12.1961;3.8363;2.16804
12.0716;3.8219;1.9812
11.9518;3.8267;1.58355
11.7554;3.7884;1.05175
11.5062;3.6495;0.64452
11.1134;3.3764;0.30915
10.8834;2.9069;0.20854
10.9697;2.4469;0.7595
12.0045;2.2218;2.36447
13.5759;1.9295;3.38016
15.0755;1.2396;2.92981
16.3787;1.0863;3.91674
16.9775;1.8001;6.84881
16.2924;2.6577;8.5496
15.2192;3.4482;7.44768
13.8778;3.9561;5.4738
11.8704;4.0184;5.04741
9.43656;3.9369;5.54567
7.52496;3.4674;5.56483
6.17391;2.7584;5.11927
5.04804;2.2745;4.9468
4.36293;1.8529;5.04262
4.14255;1.4169;4.90847
4.21441;1.0336;4.55873
4.64081;0.53055;4.13234
5.40736;-0.01562;4.03652
6.49012;-0.43243;4.13713
7.39082;-0.77738;4.19941
7.95615;-0.99776;4.06047
8.36338;-1.0217;3.96465
8.65084;-0.92111;3.81134
8.85685;-0.71031;3.58617
9.13952;-0.42764;3.50951
9.22096;-0.06832;3.55263
9.27845;0.34849;3.68199
9.32157;0.93778;3.86404
9.35511;1.5558;3.90716
9.29762;2.1068;3.82571
9.15389;2.6481;3.72031
9.01016;3.0123;3.59575
8.79457;3.2039;3.44723
8.5646;3.1752;3.40411
8.31547;3.0027;3.32266
8.02322;2.7727;3.23643
7.70223;2.4421;3.12144
7.44831;2.078;3.1454
7.2423;1.6852;3.15977
7.19439;1.2923;3.2508
7.11294;0.95215;3.37536
7.41477;0.70782;3.38974
7.51538;0.46348;3.29392
7.77409;0.28142;3.27955
8.11425;0.13769;3.15977
8.28194;0.11374;3.04479
8.49753;0.08499;3.03042
8.60772;0.07541;2.93939
8.64126;0.12332;2.83399
8.64605;0.24788;2.80524
8.65563;0.35808;2.80524
8.65084;0.5066;2.68547
8.63168;0.61679;2.54653
8.58377;0.70782;2.53216
8.56939;0.78926;2.48425
8.5119;0.93778;2.47946
8.50711;1.1055;2.45071
8.52627;1.23;2.37885
8.68438;1.3977;2.31656
8.88081;1.5319;2.18242
9.16826;1.6756;2.04827
9.50363;1.781;1.86142
9.81025;1.8624;1.72248
10.1887;1.9822;1.61708
10.39;2.1068;1.48294
10.5912;2.1499;1.54522
10.6774;2.1882;1.58355
10.6535;2.1978;1.59313
10.4714;2.1738;1.7129
10.2366;2.1068;1.80872
9.94919;1.9678;1.77519
9.518;1.8241;1.76081
9.1491;1.7139;1.75602
8.80894;1.5223;1.7656
8.54544;1.3211;1.68416
8.38255;1.1007;1.61708
8.32505;0.90904;1.52126
8.46878;0.7701;1.62187
8.7802;0.62158;1.85663
9.17305;0.45869;2.15846
9.5707;0.31017;2.35489
9.95398;0.17602;2.14888
10.3373;0.01792;1.61708
10.6726;-0.16414;0.99426
10.9601;-0.36536;0.62536
11.3673;-0.53304;0.50558
11.7123;-0.59532;0.57265
11.9326;-0.49951;0.63973
11.9949;-0.28391;0.58703
11.8751;0.10895;0.51037
11.5685;0.64553;0.35227
11.214;1.1055;0.29957
10.9074;1.5654;0.29478
10.6918;1.9439;0.38102
10.8211;2.4805;1.32484
11.0846;3.3428;3.11186
11.3338;3.8603;4.67371
11.6883;3.5249;5.62232
12.4884;2.423;5.82354
13.6286;1.1342;4.22336
13.7676;0.09936;2.68068
12.8956;-0.68635;2.81961
11.5925;-1.3571;3.79697
10.251;-1.702;4.86535
8.88081;-1.8027;5.67982
7.53455;-1.7978;6.24994
6.47095;-1.6493;6.42241
5.79064;-1.2517;6.06788
5.52234;-0.53783;5.36361
5.67086;0.49222;4.75516
6.0206;1.5846;4.5204
6.54761;2.6721;4.5731
7.0315;3.6686;4.52999
7.52017;4.3106;4.30002
8.07592;4.5837;3.90716
8.64126;4.6364;3.50472
9.20659;4.4879;3.38495
9.60903;4.0615;3.37536
10.0067;3.3141;3.52868
10.4666;2.5236;3.57659
10.917;1.7474;3.33704
11.238;0.9809;2.85794
11.4775;0.24788;2.55611
11.6404;-0.32224;2.36447
11.8033;-0.77259;2.20158
11.4392;-1.0265;2.35489
10.9601;-1.199;2.75254
10.4283;-1.1607;3.16456
9.90607;-0.93548;3.44723
9.40302;-0.51867;3.62449
8.90476;-0.03478;3.54784
8.50711;0.48264;3.33225
8.18612;0.97611;3.15498
7.96573;1.4935;3.06874
7.75972;1.9199;3.03042
7.62078;2.1978;3.08312
7.65432;2.4134;3.12144
7.53934;2.6098;3.11186
7.6112;2.6529;3.04
7.80284;2.6146;2.91543
7.94657;2.4901;2.86752
8.16216;2.4373;2.81003
8.20049;2.2601;2.72379
8.27715;2.0589;2.66151
8.30589;1.872;2.58486
8.2484;1.7474;2.39801
8.21486;1.6756;2.25907
8.20528;1.5271;2.17283
8.29152;1.4935;2.11534
8.28194;1.4217;2.10097
8.1957;1.4935;2.23033
8.19091;1.6133;2.25907
8.23403;1.7187;2.21595
8.40171;1.8529;2.10097
8.52627;1.9199;1.9285
8.57418;1.9774;1.89496
8.55023;2.0397;1.77039
8.55023;2.0637;1.64104
8.54065;2.0684;1.52126
8.55502;2.011;1.47815
8.46399;1.9439;1.5021
8.4065;1.8768;1.61229
8.35859;1.8385;1.68895
8.29152;1.8097;1.77998
8.28194;1.8097;1.84226
8.25798;1.805;1.86142
8.27235;1.8385;1.86621
8.23403;1.8241;1.93808
8.10467;1.7666;2.0339
8.0903;1.69;2.14888
7.99448;1.6756;2.28782
8.03281;1.6852;2.3501
8.13342;1.7906;2.44592
8.46399;1.9103;2.55132
8.78499;2.1355;2.76212
9.22575;2.3463;2.75254
9.7288;2.5859;2.69984
10.2846;2.8015;2.66151
10.7876;2.9835;2.61839
11.1278;3.1464;2.60881
11.3673;3.2614;2.46508
11.4392;3.2614;2.20637
11.3242;3.1608;1.95245
11.0894;2.9596;1.74644
10.7637;2.7248;1.51647
10.4139;2.4709;1.39191
10.1312;2.2409;1.3967
9.97314;1.9918;1.47815
10.0881;1.781;1.70332
10.711;1.5894;2.0866
11.7698;1.3738;2.3501
13.14;1.2492;2.6663
14.3952;1.4073;3.39453
15.248;1.8912;4.69288
15.4971;2.4901;5.59358
15.3294;3.0698;5.62711
14.6395;3.592;5.44985
13.2502;4.0375;5.28217
11.5494;4.0711;4.97554
10.0115;3.8267;4.5731
8.64126;3.4387;4.06526
7.46268;2.8973;3.69636
6.6051;2.2793;3.58617
6.0733;1.6325;3.68678
5.98707;1.024;3.81134
6.05893;0.4491;3.80176
6.26494;-0.03478;3.79218
6.49012;-0.37015;3.71073
6.48054;-0.54741;3.48556
6.49491;-0.58095;3.40411
6.50449;-0.41327;3.37057
6.61947;-0.10186;3.28434
6.88777;0.27663;3.29392
7.23272;0.75093;3.5143
7.70223;1.1678;3.78739
8.15737;1.7043;4.07964
8.70354;2.2505;4.19941
9.22096;2.7152;4.14192
9.69527;3.156;4.07005
10.0115;3.4626;3.93112
10.1696;3.6351;3.76343
10.2079;3.7405;3.68199
10.2175;3.7357;3.51909
10.1121;3.6399;3.28913
9.85337;3.4674;3.11186
9.56112;3.2183;3.12624
9.22096;2.8446;3.17414
9.00058;2.5427;3.3035
8.67959;2.1691;3.38974
8.51669;1.9056;3.54305
8.44962;1.6468;3.58138
8.38255;1.4887;3.59575
8.3011;1.3306;3.66761
8.27715;1.2061;3.75385
8.29152;1.0528;3.76343
8.32026;0.94736;3.7251
8.29152;0.90425;3.65324
8.28673;0.85154;3.69157
8.31068;0.91383;3.64366
8.41608;0.94257;3.55742
8.52148;1.0001;3.49993
8.64605;1.0384;3.42807
8.7275;1.1151;3.34662
8.85685;1.1246;3.21726
9.00058;1.1246;3.05437
9.06286;1.1438;2.87231
9.09161;1.1151;2.70463
9.11077;1.0432;2.57527
9.06286;0.96174;2.47466
9.01974;0.85154;2.40759
8.92392;0.78447;2.33573
8.82331;0.75573;2.32135
8.69875;0.78926;2.32135
8.58377;0.88508;2.31177
8.44962;0.95215;2.22554
8.32985;1.0144;2.18242
8.3011;1.0576;2.19679
8.3538;1.1103;2.29261
8.46399;1.1246;2.32135
8.6173;1.1534;2.35489
8.85206;1.2252;2.38843
9.03412;1.2636;2.47466
9.22575;1.2923;2.49383
9.3599;1.2923;2.5082
9.45093;1.2492;2.59444
9.50842;1.1917;2.69026
9.6234;1.1438;2.70942
9.76713;1.1151;2.59444
9.88212;1.0671;2.5082
10.0354;0.96174;2.46508
10.0977;0.86592;2.32615
10.0977;0.75573;2.13451
10.0929;0.60241;2.08181
9.9971;0.42994;2.17763
9.80067;0.21914;2.4028
9.55633;0.01313;2.55132
9.34553;-0.15456;2.63756
9.22096;-0.21684;2.6663
9.18264;-0.24079;2.5082
9.05807;-0.12581;2.35968
8.95267;-0.03478;2.04348
8.81852;0.03229;1.97161
8.68438;0.07541;2.01952
8.61251;-0.00604;2.15846
8.69875;-0.09706;2.16804
8.84727;-0.19767;2.28782
9.05328;-0.33182;2.27344
9.1491;-0.32703;2.28782
9.24971;-0.27433;2.36447
9.39823;-0.21205;2.30698
9.62819;-0.09227;2.20158
9.83421;0.13769;2.06743
10.0019;0.39161;1.9237
10.136;0.64553;1.94287
10.2223;0.9282;2.192
10.2894;1.1294;2.53695
10.3325;1.2827;2.91064
10.3948;1.4792;3.23643
10.366;1.7283;3.34662
10.2606;1.9583;3.27955
10.1217;2.1547;3.34183
9.81025;2.3128;3.53347
8.39692;2.1259;2.12013
10.5337;2.4182;4.73121
9.56591;2.2601;5.34924
9.62819;1.8145;4.98034
9.75276;1.5367;5.12886
9.74797;1.5031;5.31091
10.0258;1.1773;5.65107
10.4427;1.0767;6.19245
11.1996;0.97132;6.78653
11.8895;0.95215;7.09794
12.4596;1.048;7.22729
12.7423;1.3258;6.83923
12.589;1.9535;5.8475
12.0237;2.7967;4.99471
10.9649;3.707;4.69288
9.63778;4.4927;4.73121
8.30589;5.082;4.93722
7.28063;5.4652;4.90847
6.60989;5.6042;4.76474
6.03977;5.676;4.54915
5.7044;5.5754;4.4677
5.61816;5.1778;4.45812
5.77147;4.6939;4.37188
6.11163;3.9417;4.13234
6.68655;3.1177;3.87362
7.29021;2.3607;3.65803
7.9322;1.7139;3.36099
8.40171;1.2396;3.09749
8.74666;0.9282;2.88669
8.9383;0.73177;2.74775
8.94788;0.62637;2.59923
8.84248;0.64074;2.49862
8.67;0.70782;2.48904
8.5646;0.84675;2.51299
8.44004;1.0192;2.6136
8.3538;1.2636;2.89148
8.1957;1.5462;3.20768
8.13342;1.8337;3.50951
8.17174;2.1451;3.79218
8.13342;2.4421;3.9407
8.25319;2.6721;4.06526
8.32505;2.8829;4.08443
8.43525;3.0506;4.0988
8.55502;3.1847;4.12275
8.59335;3.2758;4.06047
8.65084;3.3237;3.96465
8.58856;3.2997;3.90237
8.59335;3.1608;3.82092
8.60772;2.926;3.76822
8.60293;2.7871;3.6772
8.62209;2.6434;3.50472
8.62688;2.5475;3.45681
8.84248;2.4901;3.33704
8.97662;2.4326;3.22205
9.17305;2.4134;3.16456
9.23534;2.4709;3.16456
9.35511;2.538;3.26517
9.45572;2.629;3.28434
9.50842;2.7536;3.30829
9.59466;2.8542;3.21726
9.58508;3.0123;3.19331
9.64736;3.132;3.08791
9.52759;3.2422;3.04958
9.40781;3.2949;3.06874
9.21138;3.3093;3.21247
9.01974;3.3524;3.3562
8.8329;3.3093;3.35141
8.66521;3.2422;3.42807
8.47357;3.1943;3.49993
8.32026;3.1752;3.54305
8.21965;3.2279;3.56221
8.13342;3.2758;3.64366
8.0903;3.3141;3.75385
8.08072;3.3524;3.83051
8.10946;3.3572;3.77781
8.11425;3.3812;3.77301
8.13821;3.4339;3.7826
8.16216;3.4962;3.7826
8.0903;3.5201;3.80176
8.04239;3.5872;3.95507
7.9849;3.5872;4.04131
7.8268;3.5393;4.18504
7.71181;3.4818;4.28086
7.64474;3.4099;4.28086
7.59204;3.3237;4.24732
7.54413;3.2327;4.25211
7.59683;3.1177;4.35272
7.60641;2.95;4.44375
7.62078;2.744;4.53957
7.63516;2.5332;4.6306
7.67348;2.2888;4.71683
7.69744;2.0253;4.74558
7.81242;1.8241;4.86535
7.93699;1.69;4.95159
8.08072;1.5367;4.9468
8.25798;1.4025;4.85577
8.45441;1.3019;4.72641
8.65563;1.2157;4.60664
8.82331;1.1007;4.49645
8.96704;1.0001;4.48687
9.06286;0.97132;4.58748
9.15389;0.97132;4.65455
9.21617;0.99048;4.61143
9.28325;0.99527;4.58748
9.3599;1.0049;4.54915
9.40781;1.0192;4.4677
9.40781;1.0719;4.43417
9.40781;1.1103;4.34793
9.47488;1.2109;4.21857
9.49405;1.3498;4.08922
9.518;1.46;3.98861
9.55633;1.5127;3.91674
9.58508;1.551;3.87842
9.53717;1.551;3.84488
9.41739;1.5654;3.8353
9.30241;1.5079;3.77301
9.23055;1.4792;3.68199
9.17785;1.4792;3.59096
9.16826;1.5271;3.58617
9.19222;1.5367;3.50951
9.19222;1.5127;3.40411
9.28325;1.5175;3.44244
9.43656;1.5558;3.50472
9.51321;1.6229;3.49514
9.5707;1.6277;3.39932
9.64736;1.666;3.27475
9.69527;1.7043;3.26996
9.70964;1.8433;3.27475
9.61382;1.8337;3.16935
9.61382;1.872;3.25559
9.518;1.9726;3.24601
9.40781;2.0062;3.21247
9.29762;2.0301;3.15498
9.17785;2.0158;3.12624
9.10598;1.987;3.17414
9.02453;1.8816;3.16935
8.97662;1.7906;3.0927
8.95267;1.6804;3.00646
8.95267;1.6085;2.95855
8.96225;1.5367;2.87711
8.97662;1.4456;2.81482
9.01974;1.3546;2.74775
9.02933;1.2109;2.6663
9.08203;1.1055;2.66151
9.17305;0.98569;2.65193
9.24013;0.86113;2.56569
9.29762;0.77489;2.47946
9.31678;0.68865;2.40759
9.36948;0.60721;2.34531
9.37427;0.53055;2.32135
9.38865;0.44431;2.28303
9.38865;0.35808;2.25428
9.37427;0.37245;2.2974
9.38386;0.34849;2.27344
9.42697;0.3437;2.20637
9.55154;0.3437;2.15846
9.70964;0.40119;2.09139
9.93961;0.45869;2.1393
10.1887;0.52576;2.17283
10.4474;0.55451;2.16325
10.5672;0.66949;2.23033
10.7205;0.74614;2.14409
10.802;0.83717;2.07222
10.8163;0.88987;1.95245
10.7684;0.88987;1.89017
10.7349;0.88029;1.96682
10.6535;0.88029;2.13451
10.6055;0.92341;2.32135
10.5241;1.0336;2.39322
10.3852;1.0623;2.3501
10.1408;1.1294;2.4555
9.85337;1.2396;2.71421
9.46051;1.3929;2.98251
9.08682;1.6373;3.25559
8.89518;1.8816;3.36578
8.7754;2.2074;3.38016
8.62209;2.5188;3.20768
